Stress_Period,Precipitation,SW Irrigation,GW Irrigation,ET,Recharge,Runoff,Storage,Error
334,1460095,2170819,13507737,-18441947,-1235041,0,2538336,0
335,0,1292144,11899067,-13255442,-841731,0,905962,0
336,0,1409874,2427168,-9772429,-548196,0,6483582,0
337,2908612,795374,332755,-6648507,-381591,0,2993357,0
338,16401213,0,0,-1583196,-2741261,0,-12076756,0
339,17127778,0,0,-634122,-7798798,0,-8694858,0
340,11660808,0,0,-989006,-6770689,0,-3901113,0
341,31111816,0,0,-1280885,-26216989,0,-3613942,0
342,6448462,0,0,-11442445,-509341,0,5503323,0
343,7882492,225633,166854,-16379801,-668702,0,8773524,0
344,7886695,5572763,6329193,-20673967,-520864,0,1406180,0
345,0,9267102,10605935,-19495794,-850489,0,473246,0
346,0,6916206,11585039,-18746901,-1593395,0,1839050,0
347,7264308,2574535,10140013,-18339437,-2012129,0,372710,0
348,6148836,2494640,1414085,-12015093,-1180398,0,3137930,0
349,2729183,1681015,509807,-8593265,-469712,0,4142973,0
350,2904158,0,0,-1783204,-251794,0,-869160,0
351,15244065,0,0,-687373,-3537850,0,-11018843,0
352,15933425,0,0,-849515,-7561292,0,-7522617,0
353,283413,0,0,-2005025,-71280,0,1792892,0
354,2168073,85657,550099,-11845679,-122838,0,9164688,0
355,1177071,3858028,6054587,-15349102,-51389,0,4310805,0
356,8195330,5841136,6685014,-16129398,-641645,0,-3950437,0
357,4752126,7437612,9519827,-20359337,-1519660,0,169431,0
358,2909254,2125091,13600937,-20716182,-1090578,0,3171478,0
359,534845,1223330,11833387,-13605703,-861784,0,875924,0
360,0,1003742,2489031,-8765572,-550511,0,5823309,0
361,0,1091463,658990,-5651388,-201613,0,4102548,0
362,11367729,0,0,-2004749,-1017702,0,-8345279,0
363,15558372,0,0,-545714,-5631941,0,-9380717,0
364,11646816,0,0,-819378,-5553703,0,-5273735,0
365,15986196,0,0,-1574980,-10143379,0,-4267836,0
366,9670251,20101,274268,-14193315,-2978964,0,7207658,0
367,1215422,3310406,4671247,-17579101,-73903,0,8455929,0
368,849897,7934300,9080581,-17433252,-53488,0,-378038,0
369,3659122,5911768,10338149,-20012344,-802082,0,905387,0
370,0,1315720,14812254,-17765320,-721794,0,2359141,0
371,3646518,1130775,10929897,-14248095,-1080187,0,-378908,0
372,9361113,333713,1868739,-12207110,-1755641,0,2399186,0
373,14670671,1479258,522982,-8097118,-2639738,0,-5936056,0
374,6118191,0,0,-2444950,-1231268,0,-2441973,0
375,27661013,0,0,-530916,-14396904,0,-12733192,0
376,11178977,0,0,-1107365,-9018097,0,-1053515,0
377,3106930,0,0,-1866507,-1728884,0,488461,0
378,5951578,6507,164409,-13801273,-471613,0,8150392,0
379,7108643,2069435,2749036,-15723369,-467062,0,4263317,0
380,4815593,6561731,7509715,-18121073,-366705,0,-399262,0
381,8312436,7271657,8322205,-20448191,-2651099,0,-807007,0
382,2025260,0,14618189,-19749254,-1127144,0,4232950,0
383,988844,0,13141858,-13822304,-911182,0,602784,0
384,878538,0,2689419,-9046365,-585066,0,6063474,0
385,875580,0,1173378,-6200006,-266984,0,4418032,0
386,8782334,0,0,-2726959,-741706,0,-5313669,0
387,33791667,0,0,-395879,-14307681,0,-19088107,0
388,22613174,0,0,-1028276,-18060502,0,-3524396,0
389,11851133,0,0,-1703835,-8700017,0,-1447280,0
390,19149931,0,0,-8622425,-12940013,0,2412508,0
391,3008391,730229,639972,-17364477,-123065,0,13108951,0
392,6649291,6401492,7326325,-20238192,-442340,0,303424,0
393,4678892,7494380,8577105,-18988739,-1131800,0,-629838,0
394,0,7882202,12480850,-20403821,-1823769,0,1864538,0
395,2557434,2978310,9805689,-15634354,-1135209,0,1428129,0
396,4899741,2954170,1439458,-11364761,-1264578,0,3335970,0
397,1978258,1407951,421209,-7642017,-325805,0,4160403,0
398,6303012,0,0,-2621345,-499895,0,-3181772,0
