Stress_Period,Precipitation,SW Irrigation,GW Irrigation,ET,Recharge,Runoff,Storage,Error
398,6303012,0,0,-2427220,-496524,0,-3379268,0
399,13221496,0,0,-361647,-2584540,0,-10275310,0
400,24002398,230488,0,-626122,-8168878,0,-15437887,0
401,11111428,820117,0,-1100576,-7460337,0,-3370632,0
402,13891063,1861456,5197,-10399466,-6995864,0,1637614,0
403,5604880,509028,636700,-16949413,-591358,0,10790163,0
404,3335430,8627422,9979454,-25430918,-353282,0,3841893,0
405,0,9785082,11497578,-24995489,-1022393,0,4735222,0
406,0,2644083,13938639,-21022382,-766343,0,5206003,0
407,1624499,655135,10652871,-14496494,-576876,0,2140865,0
408,692616,326067,2604647,-9032067,-409813,0,5818551,0
409,2270285,193927,1014426,-5851656,-303998,0,2677016,0
410,30781119,0,0,-2454086,-5574486,0,-22752548,0
411,33611281,0,0,-403959,-18473956,0,-14733365,0
412,6618307,0,0,-705428,-5300668,0,-612210,0
413,35781727,0,0,-893803,-31779334,0,-3108589,0
414,14744926,0,0,-11077830,-5675137,0,2008041,0
415,7855219,184502,142235,-18295513,-1888005,0,12001563,0
416,974554,8325924,9545768,-24434696,-52128,0,5640579,0
417,0,10543146,12264189,-24708575,-929715,0,2830956,0
418,862350,3809293,14261393,-21770943,-1315413,0,4153320,0
419,3068322,1090194,12800902,-16447411,-1267098,0,755092,0
420,4100609,1244072,2545698,-11029170,-1288420,0,4427211,0
