Stress_Period,Precipitation,SW Irrigation,GW Irrigation,ET,Recharge,Runoff,Storage,Error
308,6124661,7456049,8619150,-23078345,-654945,0,1533429,0
309,2190142,9697710,11156042,-25183890,-2144041,0,4284037,0
310,0,6028104,13270581,-22171287,-1778922,0,4651524,0
311,0,2007335,5943768,-16790341,0,0,8839237,0
312,0,0,0,-8294679,0,0,8294679,0
313,40429130,1339402,415710,-6758695,-6607812,0,-28817736,0
314,11164614,0,0,-3234062,-3950303,0,-3980249,0
315,20064140,0,0,-392472,-13606934,0,-6064733,0
316,37395714,0,0,-452571,-35419405,0,-1523739,0
317,37867896,0,0,-1127501,-36616321,0,-124074,0
318,11660911,0,0,-10142851,-2538849,0,1020789,0
319,11349354,1527,7582,-16173358,-1741753,0,6556649,0
320,3030839,5568875,6382157,-24985456,-218385,0,10221971,0
321,2612140,9522366,10938185,-25164700,-577369,0,2669378,0
322,0,9808365,12566977,-23456410,-2186992,0,3268059,0
323,3609679,3271575,4348840,-17842973,-237954,0,6850833,0
324,801024,0,0,-9487833,-34692,0,8721501,0
325,1844315,2014784,625329,-7371281,-145521,0,3032373,0
326,14003986,0,0,-2508450,-1143115,0,-10352420,0
327,3762448,0,0,-464544,-388776,0,-2909128,0
328,10275035,0,0,-678426,-1442671,0,-8153938,0
329,2674408,0,0,-1313274,-439248,0,-921886,0
330,11845404,182931,899884,-11457509,-1190870,0,-279841,0
331,11746338,2994178,4132983,-16065861,-1149317,0,-1658321,0
332,13858377,6515454,7502551,-23654970,-4014064,0,-207349,0
333,301869,7653878,12607923,-24632943,-2123669,0,6192942,0
334,1460095,2192033,14649795,-19749440,-1389878,0,2837395,0
335,0,1292144,5832844,-13881503,0,0,6756516,0
336,0,0,0,-8334872,0,0,8334872,0
337,2908612,888783,391143,-5944971,-179034,0,1935467,0
338,16401213,0,0,-890297,-1575381,0,-13935536,0
339,17127778,0,0,-482909,-3348769,0,-13296100,0
340,11660808,0,0,-743953,-4691143,0,-6225713,0
341,31111816,0,0,-978944,-21535180,0,-8597691,0
342,6448462,0,0,-11184629,-710284,0,5446451,0
343,7882492,275809,425370,-16346879,-807386,0,8570595,0
344,7886695,6803380,7821677,-22801030,-531502,0,820781,0
345,0,10718291,12335403,-26402067,-1249251,0,4597624,0
346,0,7866526,12055345,-21968468,-1800081,0,3846678,0
347,7264308,2563465,4588646,-18592228,-761245,0,4937054,0
348,6148836,0,0,-11495769,-599056,0,5945989,0
349,2729183,1868580,601997,-8591289,-203939,0,3595469,0
350,2904158,0,0,-1596244,-251134,0,-1056780,0
351,15244065,0,0,-521670,-1572897,0,-13149498,0
352,15933425,0,0,-650847,-3811479,0,-11471099,0
353,283413,0,0,-1505948,-88204,0,1310738,0
354,2168073,135505,700289,-12112226,-123812,0,9232172,0
355,1177071,4438279,6571025,-18472146,-52231,0,6338002,0
356,8195330,6749619,7763659,-18205108,-641006,0,-3862495,0
357,4752126,8404823,11043328,-22621255,-1663585,0,84563,0
358,2909254,2185677,15073450,-22309942,-1254580,0,3396141,0
359,534845,1211281,5998284,-14357427,-30753,0,6643771,0
360,0,0,0,-6643772,0,0,6643772,0
361,0,1212689,784253,-4480044,-44,0,2483147,0
362,11367729,0,0,-1478958,-954498,0,-8934273,0
363,15558372,0,0,-415797,-2163637,0,-12978938,0
364,11646816,0,0,-624697,-2654549,0,-8367570,0
365,15986196,0,0,-1191099,-7696151,0,-7098946,0
366,9670251,85081,373478,-13911730,-2758599,0,6541519,0
367,1215422,3978874,5837490,-19329258,-74019,0,8371491,0
368,849897,9185566,10569322,-23509831,-64370,0,2969417,0
369,3659122,6124803,12461973,-23550308,-883051,0,2187461,0
370,0,1323425,15886184,-18824544,-848670,0,2463604,0
371,3646518,1125275,5338892,-14481352,-373784,0,4744451,0
372,9361113,0,0,-11599004,-939289,0,3177180,0
373,14670671,628418,169110,-7272688,-1306740,0,-6888771,0
374,6118191,0,0,-2273356,-620570,0,-3224265,0
375,27661013,0,0,-402466,-8025069,0,-19233477,0
376,11178977,0,0,-830027,-6652003,0,-3696947,0
377,3106930,0,0,-1401296,-1748362,0,42727,0
378,5951578,14284,203903,-13663877,-611947,0,8106058,0
379,7108643,2359110,2933133,-16281317,-566700,0,4447131,0
380,4815593,7586717,8744891,-21889239,-427027,0,1169065,0
381,8312436,8395254,9635778,-24914671,-2975139,0,1546344,0
382,2025260,0,15744295,-22142278,-1321619,0,5694344,0
383,988844,0,6774444,-14461707,-37059,0,6735477,0
384,878538,0,0,-8637181,-50710,0,7809352,0
385,875580,0,386091,-4274108,-41535,0,3053971,0
386,8782334,0,0,-2550418,-708339,0,-5523577,0
387,33791667,0,0,-304762,-6470392,0,-27016513,0
388,22613174,0,0,-784195,-14034934,0,-7794045,0
389,11851133,0,0,-1292118,-8513129,0,-2045886,0
390,19149931,0,0,-8495921,-12501933,0,1847924,0
391,3008391,965600,994874,-17619838,-163653,0,12814627,0
392,6649291,7436904,8582926,-23811860,-473675,0,1616415,0
393,4678892,8673213,9954242,-24140912,-1362666,0,2197231,0
394,0,8739362,13298221,-23939941,-2032012,0,3934371,0
395,2557434,2702536,4507547,-16421994,-162036,0,6816513,0
396,4899741,0,0,-10642664,-511938,0,6254860,0
397,1978258,1497393,488418,-7310414,-104184,0,3450528,0
398,6303012,0,0,-2407612,-496524,0,-3398875,0
399,13221496,0,0,-361647,-1420432,0,-11439417,0
400,24002398,230488,0,-626122,-7006101,0,-16600664,0
401,11111428,820117,0,-1100576,-6678130,0,-4152839,0
402,13891063,1861456,23952,-10399466,-6442869,0,1065864,0
403,5604880,729671,1139658,-16949413,-568331,0,10043536,0
404,3335430,9247897,10678873,-25430918,-383346,0,2552064,0
405,0,10754590,12366997,-25107523,-1928775,0,3914711,0
406,0,7109048,13633597,-21703195,-1856263,0,2816813,0
407,1624499,3134360,4891067,-17008841,-85440,0,7444355,0
408,692616,0,0,-9295668,-43590,0,8646642,0
409,2270285,1821871,571022,-6437432,-142144,0,1916399,0
410,30781119,0,0,-2454086,-3994048,0,-24332986,0
411,33611281,0,0,-403959,-17501460,0,-15705862,0
412,6618307,0,0,-705428,-5007022,0,-905856,0
413,35781727,0,0,-893803,-31923976,0,-2963948,0
414,14744926,0,0,-11077830,-5658594,0,1991499,0
415,7855219,184502,142235,-18295513,-1885097,0,11998656,0
416,974554,8325924,9545768,-24434696,-52128,0,5640579,0
417,0,10649382,12252181,-24708575,-953730,0,2760743,0
418,862350,7797531,12403667,-21855710,-1877921,0,2670084,0
419,3068322,3500709,4835406,-18203896,-436953,0,7236411,0
420,4100609,0,0,-10500247,-330953,0,6730590,0
