               Stress_Period  Alfalfa_Irrigated             Grain_Irrigated               Pasture_Irrigated             Native_Vegetation             Urban_Barren                  Water                         
 233                0.00                0.00                0.00          4880456.56                0.00                0.00
 234                0.00                0.00                0.00          8022025.76                0.00                0.00
 235                0.00                0.00                0.00         10346503.89                0.00                0.00
 236                0.00                0.00                0.00         13949924.61                0.00                0.00
 237                0.00                0.00                0.00         11681247.90                0.00                0.00
 238                0.00                0.00                0.00          2048688.86                0.00                0.00
 239                0.00                0.00                0.00                0.00                0.00                0.00
 240                0.00                0.00                0.00          4066734.26                0.00                0.00
 241                0.00                0.00                0.00          2780164.28                0.00                0.00
 242                0.00                0.00                0.00          3455311.45                0.00                0.00
 243                0.00                0.00                0.00          2723233.54                0.00                0.00
 244                0.00                0.00                0.00          3540131.12                0.00                0.00
 245                0.00                0.00                0.00          4015759.19                0.00                0.00
 246                0.00                0.00                0.00          6339148.34                0.00                0.00
 247                0.00                0.00                0.00          9394551.15                0.00                0.00
 248                0.00                0.00                0.00         11950002.09                0.00                0.00
 249                0.00                0.00                0.00         14030759.50                0.00                0.00
 250                0.00                0.00                0.00          5736646.71                0.00                0.00
 251                0.00                0.00                0.00           902166.36                0.00                0.00
 252                0.00                0.00                0.00           264741.89                0.00                0.00
 253                0.00                0.00                0.00          5997923.75                0.00                0.00
 254                0.00                0.00                0.00          2541024.32                0.00                0.00
 255                0.00                0.00                0.00          2936778.64                0.00                0.00
 256                0.00                0.00                0.00          3305105.59                0.00                0.00
 257                0.00                0.00                0.00          5674280.17                0.00                0.00
 258                0.00                0.00                0.00          6765967.35                0.00                0.00
 259                0.00                0.00                0.00         10898570.86                0.00                0.00
 260                0.00                0.00                0.00         13089682.73                0.00                0.00
 261                0.00                0.00                0.00          6171780.69                0.00                0.00
 262                0.00                0.00                0.00           455498.86                0.00                0.00
 263                0.00                0.00                0.00                0.00                0.00                0.00
 264                0.00                0.00                0.00                0.00                0.00                0.00
 265                0.00                0.00                0.00          1735359.49                0.00                0.00
 266                0.00                0.00                0.00          3421885.00                0.00                0.00
 267                0.00                0.00                0.00          4296750.37                0.00                0.00
 268                0.00                0.00                0.00          3882585.55                0.00                0.00
 269                0.00                0.00                0.00          5159989.05                0.00                0.00
 270                0.00                0.00                0.00          8656277.64                0.00                0.00
 271                0.00                0.00                0.00         11740366.08                0.00                0.00
 272                0.00                0.00                0.00         14012433.58                0.00                0.00
 273                0.00                0.00                0.00          5210403.87                0.00                0.00
 274                0.00                0.00                0.00          5730335.35                0.00                0.00
 275                0.00                0.00                0.00          4707379.62                0.00                0.00
 276                0.00                0.00                0.00          3059672.93                0.00                0.00
 277                0.00                0.00                0.00          6067666.43                0.00                0.00
 278                0.00                0.00                0.00          2191618.40                0.00                0.00
 279                0.00                0.00                0.00          3303316.07                0.00                0.00
 280                0.00                0.00                0.00          4118860.09                0.00                0.00
 281                0.00                0.00                0.00          4516585.51                0.00                0.00
 282                0.00                0.00                0.00          8541703.52                0.00                0.00
 283                0.00                0.00                0.00         11675765.38                0.00                0.00
