Stress_Period,Precipitation,SW Irrigation,GW Irrigation,ET,Recharge,Runoff,Storage,Error
305,9149336,0,0,-3011928,-6345169,0,207761,0
306,29768289,0,0,-12813916,-21788990,0,4834617,0
307,7533512,298903,229203,-22249752,-487643,0,14675777,0
308,6124661,5484424,6284941,-21223627,-375122,0,3704722,0
309,2190142,7254408,8373961,-17842094,-829293,0,852875,0
310,0,5848504,10281949,-16550140,-1386118,0,1805805,0
311,0,2020350,10765815,-13793442,-797767,0,1805044,0
312,0,1646360,1902602,-8609056,-493250,0,5553344,0
313,40429130,1032114,291571,-7164678,-9858421,0,-24729715,0
314,11164614,0,0,-4575512,-3706455,0,-2882647,0
315,20064140,0,0,-1060240,-14082672,0,-4921228,0
316,37395714,0,0,-1224565,-35500007,0,-671142,0
317,37867896,0,0,-2983259,-34844275,0,-40362,0
318,11660911,0,0,-12119370,-991787,0,1450246,0
319,11349354,457,6098,-18959524,-738321,0,8341937,0
320,3030839,4139418,4730111,-24614098,-192453,0,12906183,0
321,2612140,7127518,8217196,-18752895,-441322,0,1237363,0
322,0,8087393,10182357,-17134134,-1854936,0,719320,0
323,3609679,4290845,7716895,-14956597,-1340219,0,679397,0
324,801024,2873658,1134903,-8968842,-576108,0,4735365,0
325,1844315,1552549,438593,-6797981,-416547,0,3379071,0
326,14003986,0,0,-3453378,-1924325,0,-8626282,0
327,3762448,0,0,-1283402,-867813,0,-1611233,0
328,10275035,0,0,-1811994,-2525610,0,-5937431,0
329,2674408,0,0,-3595899,-660801,0,1582292,0
330,11845404,42941,370850,-13649536,-1216351,0,2606692,0
331,11746338,2218805,3278222,-17662721,-838657,0,1258013,0
332,13858377,4875177,5620509,-20242842,-3476284,0,-634938,0
333,301869,6113703,9451918,-15936749,-1735577,0,1804836,0
334,1460095,2170819,11716066,-16498839,-1144127,0,2295987,0
335,0,1292144,10351170,-11732607,-749604,0,838897,0
336,0,1409874,2074076,-8652553,-484744,0,5653347,0
337,2908612,744229,276830,-6202336,-332751,0,2605417,0
338,16401213,0,0,-1676263,-2038965,0,-12685985,0
339,17127778,0,0,-1301877,-4709599,0,-11116302,0
340,11660808,0,0,-2056892,-5027028,0,-4576888,0
341,31111816,0,0,-2630749,-22002197,0,-6478870,0
342,6448462,0,0,-13441652,-370148,0,7363338,0
343,7882492,182367,151557,-19138703,-457400,0,11379687,0
344,7886695,4809356,5511281,-21827359,-445878,0,4065905,0
345,0,8012209,9237141,-17795686,-730571,0,1276907,0
346,0,6332158,10073028,-16272661,-1493027,0,1360502,0
347,7264308,2574535,8730675,-17105687,-1845111,0,381280,0
348,6148836,2334926,1177725,-11265730,-1050307,0,2654549,0
349,2729183,1484255,419300,-7873098,-467978,0,3708339,0
350,2904158,0,0,-1692504,-248016,0,-963637,0
351,15244065,0,0,-1413781,-2678530,0,-11151754,0
352,15933425,0,0,-1742758,-4508224,0,-9682443,0
353,283413,0,0,-4198636,-62401,0,3977624,0
354,2168073,68901,485854,-13897347,-104662,0,11279181,0
355,1177071,3318553,5300000,-12832497,-44200,0,3081073,0
356,8195330,5050166,5822251,-14912842,-571887,0,-3583018,0
357,4752126,6871826,8223091,-18406761,-1428417,0,-11865,0
358,2909254,2125091,11785282,-18559085,-1005869,0,2745327,0
359,534845,1223330,10315809,-12253198,-770710,0,949924,0
360,0,1003742,2154671,-7733207,-488452,0,5063246,0
361,0,1009779,558240,-4952954,-178885,0,3563820,0
362,11367729,0,0,-2316683,-934865,0,-8116181,0
363,15558372,0,0,-1122522,-3236921,0,-11198929,0
